Nome,Continuidade,Tipo,Espécie,Planeta Natal,Altura,Massa,Nascimento,Morte,Famílias,Pais,Parceiros,Irmãos,Filhos,Mestres,Aprendizes,Afiliação
Berrida,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Imperial Remnant
Binalu,Legends,N/A,Human,Typha-Dor,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Messo,Legends,CIS,Trandoshan,N/A,N/A,N/A,N/A,"c. 22 BBY, Mon Gazza",new,new,new,new,new,N/A,N/A,Galactic Republic ; Confederacy of Independent Systems
Raikhssa,Legends,N/A,Trandoshan,Trandosha,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Semmix,Legends,N/A,Argullian,Argul,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Rise of the Empire era
Turyit,Legends,N/A,Argullian,Argul,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Axe (clone trooper),Legends,Galactic Republic,Human (clone),Kamino,2.08 meters,N/A,N/A,22 BBY over Ryloth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Republic Navy; Blue Squadron
Uz Bonearm,Legends,Criminal,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
OS-72-8,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Obsidian Squadron
Madel,Legends,N/A,Human,Balmorra,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Balmorran resistance (formerly)
Kohlbacca,Legends,N/A,Wookiee,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Mozim,Legends,N/A,Argullian,Argul,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Dorel-Kan,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cularin Pirates
Reeayah,Legends,Dark Jedi,Twi'lek,Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cularin Pirates
Taj Vellion,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Dindau,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Aloor,Legends,N/A,Ithorian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Doc Aloor
Vlohei,Legends,N/A,Ithorian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Velsey,Legends,Criminal,Rodian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyvius,Legends,N/A,Human,Druckenwell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Urbak,Legends,GFFA,N/A,N/A,N/A,N/A,N/A,"36 ABY, Admiral Ackbar",new,new,new,new,new,N/A,N/A,Galactic Federation of Free Alliances
Tal Merrik,Legends,Mandalorian,Human,Kalevala,1.85 meters,N/A,N/A,"c. 22 BBY, Coronet",new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Senate; Council of Neutral Systems; Mandalorians; New Mandalorians ; Death Watch; Confederacy of Independent Systems
Unidentified Rebel SpecForce Commando,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Voyla,Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Twi'lek freedom fighters
Artruk,Legends,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doyle Skims,Legends,Rebel,Human,N/A,N/A,N/A,N/A,"0 BBY, Yavin system",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Lyda Skims,Legends,Rebel,Human,Corellia,1.67 meters,55 kilograms,c. 23 BBY,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Athon Skims,Legends,Rebel,Human,N/A,N/A,N/A,N/A,"0 BBY, Alderaan",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Alliance Fleet
Femi,Legends,Galactic Republic,Rutian Twi'lek,N/A,N/A,N/A,N/A,3653 BBY,new,new,new,new,new,N/A,N/A,Galactic Republic; Coruscant Security
Marko (death sticks),Legends,N/A,N/A,N/A,N/A,N/A,38 BBY,23 BBY,new,new,new,new,new,N/A,N/A,N/A
Beviin Verhayc,Legends,Mandalorian,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mandalorians
Mirgo Ruus,Legends,Mandalorian,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mandalorians
Darth Angral,Legends,Sith,Human,N/A,N/A,N/A,N/A,"3643 BBY, Oppressor above Tython",N/A,N/A,N/A,N/A,Tarnis,N/A,Nefarid; Praven; Sadic,Sith Empire
Astaroth,Canon,N/A,Clay-made golem,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Satele Shan,Legends,Jedi,Human,Brentaal IV,N/A,N/A,"3699 BBY, Brentaal IV",N/A,Shan family,Tasiele Shan,Jace Malcom,N/A,Theron Shan,Ngani Zho; Dar'Nala,Shigar Konshi; Satele Shan's followers; Syl; Trad,Jedi Order; Galactic Republic; Yavin Coalition
Dar'Nala,Legends,Dark Jedi,Togruta,N/A,N/A,N/A,N/A,"3653 BBY, Dantooine",new,new,new,new,new,N/A,Satele Shan,Jedi Order; Galactic Republic
Kickback,Legends,Galactic Republic,Human (clone),Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Grand Army of the Republic; Blue Squadron
Mar Tuuk,Legends,CIS,Neimoidian,Neimoidia,2.09 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Confederacy of Independent Systems
Keog Boorn,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Empire
Slammer,Legends,Galactic Republic,Human (clone),Kamino,1.83 meters,N/A,N/A,"22 BBY, over Ryloth",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Republic Navy; Blue Squadron; 501st
Tucker,Legends,Galactic Republic,Human (clone),Kamino,1.83 meters (6 ft),N/A,N/A,"22 BBY, Ryloth system",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Blue Squadron
Swoop (clone trooper),Legends,Galactic Republic,Human (clone),Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Grand Army of the Republic; Blue Squadron; Group Two
Dax Doogun,Legends,N/A,Ortolan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Molpol's Traveling Circus
Unidentified Resolute navigation officer (Battle of Ryloth),Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Republic Navy
Lial Sompa,Legends,N/A,Ho'Din,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Aurora Medical Facility
Tott Varula,Legends,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Hedrett Observation Lounge
Jarl Narvis,Legends,N/A,Human,N/A,N/A,N/A,N/A,"21 BBY, on board the Aggressive Negotiation",new,new,new,new,new,N/A,N/A,Legal Arms Ltd.
Adriphar,Legends,N/A,Mon Calamari,Dac,N/A,N/A,N/A,"137 ABY, Dac",new,new,new,new,new,N/A,N/A,Mon Calamari Rangers
Shonmai,Legends,N/A,Mon Calamari,Dac,N/A,N/A,N/A,"137 ABY, Dac",new,new,new,new,new,N/A,N/A,Mon Calamari Rangers
Robonino,Legends,Bounty hunter,Patrolian,Patrolia,1.27 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Rej Taunt,Legends,Criminal,Askajian,N/A,N/A,N/A,48 BBY,N/A,new,new,new,new,new,N/A,N/A,N/A
Gille Narvis,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Legal Arms Ltd.
Kalee Narvis,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Legal Arms Ltd.
Lorwin Derlynn,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Vistal Purn,Legends,N/A,N/A,Generis,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Sari Danzer,Legends,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,Vistal Purn,new,new,N/A,N/A,N/A
Borofir,Legends,N/A,Ghostling,Datar,N/A,N/A,"35 BBY, Datar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brong,Legends,N/A,Shi'ido,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Vont
Hindred,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Maglenna Pendower,Legends,Rebel,Human,Alderaan,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Alliance to Restore the Republic
Donny Buc,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Alderaanian agricultural researcher,Legends,N/A,Human,Alderaan,N/A,N/A,N/A,0 BBY,new,new,new,new,new,N/A,N/A,Agricultural research vessel
Calliose,Legends,Bounty hunter,Nikto,Kintan,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Cana,Legends,Bureaucrat,Galacian,Gala,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Parsol d'Ahndole,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Watesk,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Zsinj's Empire
Nojin Koolb,Legends,Galactic Empire,Human,Xartun,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; Zsinj's Empire
Tourath,Canon,Jedi,Twi'lek,N/A,N/A,N/A,N/A,"3951 BBY, M4-78",new,new,new,new,new,Mara,N/A,Jedi Order
Deidre Jocund,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Gareth Nawling,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Bender Sonship,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Efros Thawley,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Hakaen Bousch,Legends,N/A,Mon Calamari,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Tavid Ahkoeri,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Zalar Rishek,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,House of Rishek
Lynaa,Legends,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Notru'denn,Legends,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Chasa,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Ozuun,Legends,N/A,Argullian,Argul,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Vestara Khai,Legends,Sith,Human,Kesh,N/A,N/A,"27.5 ABY (62), Kesh",N/A,Khai family,Gavar Khai; Lahka Khai,N/A,N/A,N/A,Olaris Rhea ; Luke Skywalker,N/A,Lost Tribe of Sith
Melsa Dor,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Tiss'shar assassin,Legends,N/A,Tiss'shar,Tiss'sharl,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Charl Sstena,Legends,N/A,Jawa,Tatooine,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Meatlump King,Legends,Criminal,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Meatlumps
Cammel Atarul,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Unidentified alien scientist,Legends,CIS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confederacy of Independent Systems
Nilim Bril,Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Ponds,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,"21 BBY, Slave I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Lightning Squadron
Wooley,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Ghost Company
Orla Defra,Legends,N/A,Human,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military ; Cularin Militia
Betrek Moy'nast,Legends,N/A,Bothan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Medoric Fall cantina
Mub Tyeb,Legends,N/A,Sullustan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military; Cularin Militia
Lalande,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,Rise of the Empire era,Cularin Militia,N/A
Jimmer,Legends,Criminal,Mostlaa,N/A,1.3 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nilya Fek'ra
Lenc,Legends,Bureaucrat,Bith,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Praaelon Di,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Joshi,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,7 ABY aboard Provocateur,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Vanter Raffin,Legends,Galactic Empire,Human,Ession,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Hola Paskalian,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Pakkerd Light Transport; Zsinj's Empire
Zurel Darillian's wife,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,6 ABY,new,new,new,new,new,N/A,N/A,Galactic Empire
Laramont,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Jotay,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Unidentified Gamma Base commander,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Unidentified Gamma Base communications officer,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Tuatara Lone,Legends,N/A,Human,Sluis Van,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Arratan,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Blood Nest pirate group
Rondle,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Partus,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Barthalemew Windsloe,Legends,Rebel,Human,N/A,N/A,N/A,c. 25 BBY,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Alliance Intelligence
Dewback Kord,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zsinj's Empire
Cham Syndulla,Legends,Galactic Republic,Twi'lek,Ryloth,1.9 meters,82 kilograms,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twi'lek freedom fighters; Galactic Republic
Lubo (Twi'lek),Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Tronda,Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Opelle,Canon,Galactic Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic
Unidentified Lethan Twi'lek girl,Legends,N/A,Twi'lek (Lethan),Ryloth,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Iziz Cantina waitress,Legends,N/A,Human,N/A,Blond,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Lesilk,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Hesoc,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic; Alliance Starfighter Corps
Russ Grimblade,Legends,Criminal,N/A,N/A,N/A,N/A,N/A,"1 ABY, Corellian system",new,new,new,new,new,N/A,N/A,Hidden Daggers
Numa's mother,Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,"c. 21 BBY, Ryloth",new,new,new,new,new,N/A,N/A,N/A
Numa's father,Legends,N/A,Twi'lek,Ryloth,N/A,N/A,N/A,"21 BBY, Ryloth",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Siobhan Stern,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Rigo Devane,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cularin Militia
Raido,Legends,N/A,Devlikk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coniel,Legends,N/A,Ghostling,Datar,N/A,N/A,"35 BBY, Datar",N/A,new,new,new,new,new,N/A,N/A,N/A
Purvis Arrison,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mos Eisley Militia
Alduq Besene,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire
Niko Brehe,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire
Conno,Legends,N/A,Ghostling,Datar,N/A,N/A,"37 BBY, Datar",N/A,new,new,new,new,new,N/A,N/A,N/A
Bonic Tarracus,Legends,Rebel,Human,Coruscant,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Alliance Intelligence
Kal (Human),Legends,N/A,Human,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Coruscant Guard sergeant,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Grand Army of the Republic; Coruscant Guard; Diplomatic Escort Group
Gobi Glie,Legends,N/A,Twi'lek (Rutian),Ryloth,1.84 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twi'lek freedom fighters
Shahan Alama,Legends,Bounty hunter,Weequay,Sriluur,1.85 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Pirate gang; Cad Bane's posse
Razor,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic
Berooken,Legends,Galactic Republic,Mon Calamari,N/A,N/A,N/A,N/A,"3653 BBY, Coruscant",new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Senate
Orgus Din,Legends,Jedi,Human,Rishi,N/A,N/A,N/A,"3643 BBY, the Oppressor in the Alderaan system",new,new,new,new,new,N/A,Fortris Gall; Bengel Morr; Hero of Tython; Several others,Jedi Order; Galactic Republic
Harron Tavus,Legends,Galactic Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,Jek Kardan,N/A,Galactic Republic; Havoc Squad; Sith Empire ; Imperial Military
Stak,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic
Tae Boon,Legends,N/A,Twi'lek,Ryloth,1.85 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twi'lek freedom fighters
Basal Moor,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Kara Via,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Deathswarm,Legends,N/A,Uwari beetle,Kashyyyk,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Dark Jedi (Endar Spire),Legends,Dark Jedi,Human,N/A,N/A,N/A,N/A,"3956 BBY, Endar Spire, over Taris",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sith Empire
Unidentified Jedi Master (Endar Spire),Legends,Jedi,Human,N/A,N/A,N/A,N/A,"3956 BBY, Endar Spire, over Taris",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jedi Order; Galactic Republic
Caled Galfridian,Legends,Bureaucrat,Human,Artorias,N/A,N/A,N/A,"25 ABY, Artorias",Galfridian family,N/A,Caled Galfridian's first wife; Nina Galfridian,N/A,Finn Galfridian; Kaye Galfridian,N/A,N/A,Alliance to Restore the Republic; Artorias resistance
Nina Galfridian,Legends,Yuuzhan Vong,Yuuzhan Vong,Artorias,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Outer Rim Alliance
Kron,Legends,Bureaucrat,N/A,Alderaan,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Elis' Gan,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Guller,Legends,Criminal,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Blood Nest pirate group
Rast'tul,Legends,Galactic Republic,Human,N/A,N/A,N/A,Between c.50 BBY—c.60 BBY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thaereian military; Galactic Republic; Grand Army of the Republic; Strike Force Cularin
Niklas Cories,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Distraction
Spirit Guide,Legends,N/A,Wookiee,Kashyyyk,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nyenthi'Oris Graveyard
Unidentified Twi'lek darksider,Legends,Dark Jedi,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Tiurrg Drey'lye,Legends,GFFA,Bothan,Bothawui,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Federation of Free Alliances; Galactic Alliance Senate
Davtokk,Legends,Bounty hunter,N/A,N/A,N/A,N/A,N/A,"c. 21 BBY, Keyorin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darth Bandon's Jedi Master,Legends,Jedi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Darth Bandon,Jedi Order; Galactic Republic
Bardron,Legends,Criminal,Krish,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Lhosan Industries; Franchise; The Crucible
Aubin Kleej,Legends,N/A,Gotal,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Franchise
Goethar Kleej,Legends,N/A,Gotal,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Franchise
Jarro Freen,Legends,Criminal,Human,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Borus's Boys
Fallon (Human),Legends,Criminal,Human,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Borus's Boys
Philo,Legends,Galactic Republic,Gran,N/A,N/A,N/A,N/A,"20 BBY, Coruscant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Galactic Senate
Jakker-Sun,Legends,Galactic Republic,Ithorian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Senate
Flinor Tekkirl,Legends,Rebel,Human,N/A,N/A,N/A,c. 25 BBY,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Dantum Roohd,Legends,Galactic Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic
Zinn Paulness,Legends,Galactic Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Senate; Council of Neutral Systems
Unidentified Christophsian senator,Legends,Galactic Republic,Christophsian,Christophsis,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Senate
Garren,Legends,Criminal,Human,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Borus's Boys
Rakzen Krayle,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thaereian military
Janna (Sullustan),Legends,N/A,Sullustan,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Karin,Legends,N/A,N/A,Yarrv,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kin Robb,Legends,Galactic Republic,Human,Taris,2 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic
Sossk,Legends,N/A,Trandoshan,Cularin,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Krakin's Alehouse
Unidentified captain (Corellia Star),Legends,Rebel,Human,N/A,N/A,N/A,N/A,"3 ABY, Corellia Star",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Mother Calrissian,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lando Calrissian's father,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Landonis Balthazar Calrissian's mother,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,N/A,Landonis Balthazar Calrissian's father,N/A,Landonis Balthazar Calrissian,N/A,N/A,Calrissian family
Unidentified Imperial officer (Terror),Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
